posting_id,posting_date,role,experience_years,company_type,city,education_tier,skills_count,has_genai_llm_skills,has_mlops_skills,has_cloud_skills,remote_friendly,salary_lpa
JP109768,2025-07-01,Software Engineer,3.4,FAANG/MNC,Bangalore,Tier-2 Engineering College,14,0,0,0,1,57.6
JP104680,2025-07-01,DevOps Engineer,1.9,Product (Indian),Bangalore,Tier-2 Engineering College,10,0,1,1,0,42.3
JP101667,2025-07-01,AI/ML Engineer,5.2,IT Services,Delhi NCR,Other,11,1,0,1,1,28.5
JP109623,2025-07-01,Mobile Developer,12.3,FAANG/MNC,Hyderabad,Tier-2 Engineering College,15,1,0,1,1,119.5
JP111081,2025-07-01,Product Manager,0.8,FAANG/MNC,Remote/Tier-2,Premier (IIT/NIT/IIIT),9,1,0,1,1,70.9
JP109841,2025-07-01,AI/ML Engineer,8.3,IT Services,Pune,Premier (IIT/NIT/IIIT),11,1,1,0,0,45.3
JP106122,2025-07-01,Product Manager,1.1,Product (Indian),Remote/Tier-2,Tier-2 Engineering College,6,0,1,1,1,24.9
JP105658,2025-07-01,AI/ML Engineer,2.5,IT Services,Remote/Tier-2,Tier-2 Engineering College,5,0,0,0,1,11.1
JP109683,2025-07-01,AI/ML Engineer,10.0,IT Services,Hyderabad,Tier-2 Engineering College,6,0,0,0,0,33.8
JP101675,2025-07-01,Mobile Developer,1.1,Startup,Hyderabad,Other,4,0,0,0,0,15.5
JP102522,2025-07-01,Software Engineer,1.9,IT Services,Hyderabad,Tier-2 Engineering College,7,1,1,0,0,21.2
JP106117,2025-07-01,AI/ML Engineer,0.9,Startup,Hyderabad,Other,7,1,0,0,1,25.9
JP106950,2025-07-01,Software Engineer,10.7,IT Services,Mumbai,Tier-2 Engineering College,13,0,0,1,0,29.4
JP109836,2025-07-01,Product Manager,6.3,Product (Indian),Delhi NCR,Other,10,0,0,0,0,38.9
JP103907,2025-07-01,Product Manager,7.0,Product (Indian),Bangalore,Premier (IIT/NIT/IIIT),15,1,0,0,0,112.5
JP101900,2025-07-01,Mobile Developer,6.8,IT Services,Mumbai,Tier-2 Engineering College,14,0,0,1,0,23.5
JP103911,2025-07-01,Product Manager,5.2,FAANG/MNC,Pune,Tier-2 Engineering College,9,1,0,0,0,130.2
JP109206,2025-07-01,Data Scientist,7.1,Startup,Chennai,Tier-2 Engineering College,12,1,0,1,0,47.6
JP101433,2025-07-01,AI/ML Engineer,7.0,Startup,Bangalore,Tier-2 Engineering College,13,1,0,0,0,56.0
JP106288,2025-07-01,DevOps Engineer,7.7,IT Services,Chennai,Tier-2 Engineering College,13,0,0,1,0,21.7
JP111538,2025-07-01,Mobile Developer,6.7,Startup,Delhi NCR,Tier-2 Engineering College,16,1,0,1,0,36.5
JP100015,2025-07-01,AI/ML Engineer,1.5,Product (Indian),Remote/Tier-2,Tier-2 Engineering College,7,1,1,1,1,30.7
JP102085,2025-07-01,DevOps Engineer,10.5,Product (Indian),Chennai,Tier-2 Engineering College,12,1,1,0,1,60.1
JP105054,2025-07-01,Data Scientist,4.5,Product (Indian),Bangalore,Other,11,0,0,0,0,33.7
JP108304,2025-07-01,Software Engineer,3.6,Startup,Bangalore,Other,4,1,0,0,0,35.4
JP101169,2025-07-01,Software Engineer,7.3,IT Services,Bangalore,Tier-2 Engineering College,6,0,1,0,0,26.3
JP111161,2025-07-01,DevOps Engineer,1.5,Product (Indian),Chennai,Tier-2 Engineering College,12,1,0,0,0,30.4
JP109187,2025-07-01,DevOps Engineer,7.0,IT Services,Bangalore,Tier-2 Engineering College,8,1,1,1,0,53.8
JP103158,2025-07-01,Software Engineer,0.2,FAANG/MNC,Pune,Other,8,0,0,1,1,27.4
JP102199,2025-07-01,DevOps Engineer,5.7,Startup,Pune,Tier-2 Engineering College,5,1,0,0,0,33.8
JP110535,2025-07-01,Software Engineer,5.6,Product (Indian),Mumbai,Tier-2 Engineering College,11,0,0,1,1,50.9
JP109493,2025-07-01,AI/ML Engineer,8.2,FAANG/MNC,Pune,Premier (IIT/NIT/IIIT),14,0,0,0,0,115.9
JP106694,2025-07-01,Software Engineer,1.0,Product (Indian),Bangalore,Premier (IIT/NIT/IIIT),5,1,0,1,1,33.6
JP107190,2025-07-01,Software Engineer,4.0,Product (Indian),Bangalore,Tier-2 Engineering College,8,0,0,0,0,27.5
JP109249,2025-07-01,Data Scientist,3.8,IT Services,Delhi NCR,Other,12,1,0,0,1,20.2
JP102209,2025-07-01,Software Engineer,7.2,Startup,Bangalore,Other,5,0,0,1,0,39.9
JP111539,2025-07-01,Data Scientist,2.1,IT Services,Hyderabad,Tier-2 Engineering College,8,0,1,1,0,19.5
JP108488,2025-07-01,Software Engineer,3.8,Startup,Hyderabad,Other,7,0,0,1,0,23.9
JP110018,2025-07-01,Data Scientist,1.8,IT Services,Delhi NCR,Tier-2 Engineering College,5,0,0,0,1,10.6
JP108329,2025-07-01,Software Engineer,2.5,FAANG/MNC,Chennai,Other,10,1,1,0,0,69.6
JP104584,2025-07-01,AI/ML Engineer,10.3,Startup,Mumbai,Premier (IIT/NIT/IIIT),13,1,1,1,0,91.7
JP103211,2025-07-01,Software Engineer,4.4,Startup,Remote/Tier-2,Tier-2 Engineering College,7,0,0,1,1,18.3
JP102181,2025-07-01,AI/ML Engineer,4.6,IT Services,Bangalore,Tier-2 Engineering College,13,1,0,1,0,33.5
JP101118,2025-07-01,DevOps Engineer,2.5,Product (Indian),Hyderabad,Tier-2 Engineering College,16,0,1,1,0,34.4
JP105043,2025-07-01,AI/ML Engineer,2.9,Startup,Hyderabad,Tier-2 Engineering College,15,1,1,0,0,60.7
JP108559,2025-07-01,Data Scientist,4.7,Product (Indian),Pune,Tier-2 Engineering College,11,1,1,0,0,48.7
JP101132,2025-07-01,DevOps Engineer,10.0,IT Services,Bangalore,Other,5,0,1,0,1,25.0
JP101141,2025-07-01,AI/ML Engineer,4.9,IT Services,Mumbai,Other,13,0,0,0,0,23.8
JP103201,2025-07-01,DevOps Engineer,3.6,Product (Indian),Chennai,Other,12,0,1,1,0,26.1
JP108315,2025-07-01,Software Engineer,7.7,IT Services,Pune,Tier-2 Engineering College,13,0,0,0,1,18.6
JP103195,2025-07-01,Software Engineer,7.5,IT Services,Pune,Tier-2 Engineering College,14,0,0,0,0,18.8
JP104877,2025-07-01,DevOps Engineer,4.8,IT Services,Pune,Tier-2 Engineering College,14,0,0,1,1,17.8
JP104189,2025-07-01,Data Scientist,7.1,Product (Indian),Hyderabad,Tier-2 Engineering College,6,0,0,1,0,39.4
JP110367,2025-07-01,DevOps Engineer,3.8,Product (Indian),Mumbai,Tier-2 Engineering College,13,1,1,0,0,59.8
JP104312,2025-07-01,Mobile Developer,2.0,FAANG/MNC,Pune,Tier-2 Engineering College,14,0,0,1,0,49.3
JP107736,2025-07-01,Software Engineer,6.2,IT Services,Bangalore,Other,3,0,0,0,0,16.3
JP110786,2025-07-01,AI/ML Engineer,13.2,FAANG/MNC,Delhi NCR,Tier-2 Engineering College,15,0,0,1,1,120.6
JP103089,2025-07-01,AI/ML Engineer,2.7,IT Services,Pune,Tier-2 Engineering College,14,0,0,0,0,17.9
JP109994,2025-07-01,Product Manager,5.5,IT Services,Bangalore,Tier-2 Engineering College,11,1,1,1,0,51.2
JP101228,2025-07-01,Software Engineer,5.6,Product (Indian),Delhi NCR,Other,7,1,1,0,0,46.6
JP107622,2025-07-01,DevOps Engineer,1.4,IT Services,Mumbai,Other,12,0,0,0,0,10.3
JP100541,2025-07-01,Mobile Developer,6.0,Product (Indian),Delhi NCR,Other,7,1,0,1,0,49.9
JP109125,2025-07-01,Data Scientist,5.0,IT Services,Hyderabad,Premier (IIT/NIT/IIIT),5,0,0,1,0,27.4
JP109737,2025-07-01,Software Engineer,0.3,Startup,Bangalore,Premier (IIT/NIT/IIIT),6,0,0,1,0,25.1
JP103432,2025-07-01,Software Engineer,2.1,Product (Indian),Bangalore,Tier-2 Engineering College,9,0,0,0,0,29.8
JP100292,2025-07-01,Software Engineer,2.9,IT Services,Hyderabad,Tier-2 Engineering College,12,1,0,1,1,20.1
JP103066,2025-07-01,AI/ML Engineer,2.2,IT Services,Mumbai,Other,9,0,1,1,0,25.0
JP106709,2025-07-01,Software Engineer,3.9,FAANG/MNC,Mumbai,Tier-2 Engineering College,15,0,0,1,1,79.1
JP111798,2025-07-01,AI/ML Engineer,9.3,Product (Indian),Mumbai,Tier-2 Engineering College,14,1,0,1,0,76.2
JP104844,2025-07-01,Data Scientist,2.3,Product (Indian),Pune,Tier-2 Engineering College,8,1,1,1,1,44.9
JP103081,2025-07-01,Data Scientist,1.2,Product (Indian),Chennai,Other,7,0,0,0,0,14.9
JP110663,2025-07-01,Data Scientist,4.0,Product (Indian),Mumbai,Other,11,1,0,0,1,46.5
JP103751,2025-07-01,Data Scientist,3.4,Product (Indian),Pune,Other,15,1,1,0,0,39.0
JP106486,2025-07-01,Data Scientist,1.1,Product (Indian),Mumbai,Tier-2 Engineering College,10,1,0,0,0,30.0
JP105074,2025-07-01,Data Scientist,0.5,Startup,Remote/Tier-2,Tier-2 Engineering College,12,1,0,0,1,16.6
JP106507,2025-07-01,Software Engineer,5.8,Product (Indian),Hyderabad,Other,9,0,0,0,1,24.5
JP107192,2025-07-01,Data Scientist,3.2,Startup,Bangalore,Tier-2 Engineering College,8,1,1,0,0,32.7
JP104156,2025-07-01,Software Engineer,2.6,IT Services,Pune,Premier (IIT/NIT/IIIT),15,0,0,1,0,22.2
JP107439,2025-07-01,DevOps Engineer,4.1,IT Services,Hyderabad,Tier-2 Engineering College,5,1,0,0,0,23.2
JP110773,2025-07-01,DevOps Engineer,1.8,Product (Indian),Delhi NCR,Tier-2 Engineering College,10,1,1,0,0,36.8
JP107130,2025-07-01,Software Engineer,4.4,Startup,Delhi NCR,Other,13,0,0,1,0,24.0
JP110310,2025-07-01,Software Engineer,5.9,IT Services,Bangalore,Premier (IIT/NIT/IIIT),13,1,0,1,1,38.7
JP111687,2025-07-01,Product Manager,7.7,Product (Indian),Bangalore,Other,9,1,0,0,1,69.4
JP109418,2025-07-01,Software Engineer,3.2,IT Services,Remote/Tier-2,Tier-2 Engineering College,6,0,0,1,1,12.7
JP110371,2025-07-01,Data Scientist,13.1,IT Services,Remote/Tier-2,Tier-2 Engineering College,14,0,0,0,1,19.2
JP111525,2025-07-01,Data Scientist,7.7,FAANG/MNC,Bangalore,Tier-2 Engineering College,10,0,1,1,0,114.3
JP102216,2025-07-01,Data Scientist,1.3,IT Services,Bangalore,Tier-2 Engineering College,13,0,1,0,0,16.0
JP102054,2025-07-01,Software Engineer,6.6,IT Services,Bangalore,Premier (IIT/NIT/IIIT),12,0,0,0,0,28.4
JP107442,2025-07-01,Data Scientist,2.2,IT Services,Bangalore,Tier-2 Engineering College,9,1,0,1,0,31.2
JP105019,2025-07-01,Software Engineer,4.6,Startup,Delhi NCR,Tier-2 Engineering College,6,0,0,1,1,28.7
JP106562,2025-07-01,Software Engineer,6.1,Product (Indian),Hyderabad,Premier (IIT/NIT/IIIT),15,0,0,1,0,57.8
JP101105,2025-07-01,Software Engineer,8.4,Product (Indian),Hyderabad,Tier-2 Engineering College,10,0,0,0,0,40.4
JP103223,2025-07-01,AI/ML Engineer,10.8,IT Services,Pune,Premier (IIT/NIT/IIIT),7,1,0,1,0,55.3
JP107683,2025-07-01,Software Engineer,3.6,IT Services,Bangalore,Other,5,0,0,1,0,19.6
JP106633,2025-07-01,Product Manager,3.4,FAANG/MNC,Mumbai,Tier-2 Engineering College,5,0,0,1,0,81.7
JP109225,2025-07-01,Data Scientist,4.2,IT Services,Pune,Tier-2 Engineering College,12,1,1,0,0,35.5
JP110697,2025-07-01,Product Manager,1.4,Startup,Remote/Tier-2,Tier-2 Engineering College,14,0,1,1,1,33.1
JP103309,2025-07-01,Software Engineer,4.1,Product (Indian),Hyderabad,Other,13,0,0,0,0,24.9
JP110055,2025-07-01,Software Engineer,7.7,Startup,Remote/Tier-2,Tier-2 Engineering College,8,1,0,0,1,26.3
JP107410,2025-07-01,Data Scientist,7.0,IT Services,Hyderabad,Other,16,1,0,1,0,27.6
JP104956,2025-07-01,Data Scientist,3.4,Startup,Chennai,Premier (IIT/NIT/IIIT),11,1,1,0,0,60.1
JP100006,2025-07-01,Software Engineer,6.6,Product (Indian),Mumbai,Tier-2 Engineering College,15,1,1,1,1,67.4
JP110698,2025-07-01,Mobile Developer,5.9,IT Services,Bangalore,Premier (IIT/NIT/IIIT),6,0,0,0,0,23.7
JP100565,2025-07-01,DevOps Engineer,12.3,Startup,Chennai,Tier-2 Engineering College,6,0,0,0,0,32.5
JP109446,2025-07-01,AI/ML Engineer,2.2,IT Services,Mumbai,Premier (IIT/NIT/IIIT),7,0,1,0,1,20.5
JP108350,2025-07-01,DevOps Engineer,3.5,Product (Indian),Pune,Premier (IIT/NIT/IIIT),12,0,1,1,1,44.6
JP103297,2025-07-01,Software Engineer,1.5,IT Services,Delhi NCR,Other,6,0,0,1,1,12.3
JP106631,2025-07-01,AI/ML Engineer,5.5,Startup,Pune,Other,5,1,1,0,0,47.9
JP106636,2025-07-01,Data Scientist,12.0,Product (Indian),Bangalore,Premier (IIT/NIT/IIIT),14,1,0,0,0,76.7
JP104909,2025-07-01,Software Engineer,4.3,Product (Indian),Pune,Tier-2 Engineering College,14,1,0,0,1,40.4
JP110068,2025-07-01,AI/ML Engineer,1.6,IT Services,Hyderabad,Tier-2 Engineering College,13,1,0,1,0,26.9
JP100557,2025-07-01,DevOps Engineer,6.2,IT Services,Bangalore,Other,14,0,1,0,0,28.6
JP104920,2025-07-01,Data Scientist,11.4,Startup,Remote/Tier-2,Premier (IIT/NIT/IIIT),7,0,1,0,1,54.4
JP103337,2025-07-01,Mobile Developer,2.6,IT Services,Mumbai,Premier (IIT/NIT/IIIT),5,0,0,1,1,19.0
JP106657,2025-07-01,Software Engineer,12.7,IT Services,Bangalore,Premier (IIT/NIT/IIIT),6,0,0,0,0,38.3
JP111135,2025-07-01,Software Engineer,3.3,Product (Indian),Delhi NCR,Tier-2 Engineering College,6,1,0,1,1,35.8
JP111602,2025-07-01,Product Manager,3.5,IT Services,Delhi NCR,Other,15,1,0,0,0,19.8
JP104933,2025-07-01,DevOps Engineer,1.0,FAANG/MNC,Chennai,Premier (IIT/NIT/IIIT),12,0,1,1,0,65.2
JP106647,2025-07-01,DevOps Engineer,4.4,FAANG/MNC,Chennai,Premier (IIT/NIT/IIIT),6,0,0,1,0,77.3
JP103330,2025-07-01,Software Engineer,3.3,FAANG/MNC,Remote/Tier-2,Tier-2 Engineering College,15,1,0,1,1,67.7
JP100988,2025-07-01,Mobile Developer,0.9,Product (Indian),Remote/Tier-2,Other,11,0,0,1,1,10.6
JP110338,2025-07-01,DevOps Engineer,7.3,Startup,Hyderabad,Other,13,0,0,0,0,29.8
JP108034,2025-07-01,Software Engineer,10.1,FAANG/MNC,Bangalore,Tier-2 Engineering College,8,1,0,0,0,147.7
JP105812,2025-07-01,Software Engineer,4.6,IT Services,Remote/Tier-2,Other,14,0,1,0,1,13.2
JP103351,2025-07-01,Software Engineer,2.0,Startup,Hyderabad,Premier (IIT/NIT/IIIT),5,1,0,1,1,50.9
JP109139,2025-07-01,Product Manager,11.9,IT Services,Chennai,Other,5,1,0,0,1,36.8
JP110678,2025-07-01,Product Manager,9.7,IT Services,Mumbai,Other,10,1,0,1,0,52.7
JP110798,2025-07-01,AI/ML Engineer,4.2,IT Services,Pune,Tier-2 Engineering College,4,1,0,0,1,25.6
JP104970,2025-07-01,Product Manager,2.1,Product (Indian),Delhi NCR,Premier (IIT/NIT/IIIT),14,1,0,0,0,67.9
JP106617,2025-07-01,Data Scientist,5.5,Product (Indian),Chennai,Tier-2 Engineering College,12,1,1,1,1,43.8
JP105821,2025-07-01,Mobile Developer,13.6,IT Services,Pune,Tier-2 Engineering College,5,0,0,0,0,20.1
JP105000,2025-07-01,Data Scientist,11.7,FAANG/MNC,Delhi NCR,Tier-2 Engineering College,6,1,0,1,0,150.3
JP103736,2025-07-01,Product Manager,3.6,IT Services,Bangalore,Tier-2 Engineering College,14,0,0,0,0,21.4
JP110029,2025-07-01,AI/ML Engineer,3.4,IT Services,Hyderabad,Tier-2 Engineering College,9,0,0,1,0,24.3
JP108017,2025-07-01,Software Engineer,3.9,Startup,Remote/Tier-2,Premier (IIT/NIT/IIIT),6,1,0,0,1,30.0
JP105784,2025-07-01,AI/ML Engineer,1.4,Product (Indian),Hyderabad,Tier-2 Engineering College,3,0,0,0,1,22.9
JP109463,2025-07-01,Mobile Developer,2.3,Product (Indian),Remote/Tier-2,Premier (IIT/NIT/IIIT),13,0,0,0,1,17.0
JP107187,2025-07-01,Software Engineer,6.3,IT Services,Pune,Tier-2 Engineering College,12,1,0,0,0,22.5
JP110675,2025-07-01,Software Engineer,2.9,Product (Indian),Chennai,Tier-2 Engineering College,4,0,1,0,1,22.0
JP103235,2025-07-01,Software Engineer,3.2,IT Services,Mumbai,Tier-2 Engineering College,14,0,0,1,0,23.3
JP110730,2025-07-01,Data Scientist,7.2,Product (Indian),Bangalore,Other,7,0,0,1,0,41.7
JP101103,2025-07-01,Software Engineer,3.2,Product (Indian),Mumbai,Premier (IIT/NIT/IIIT),14,1,0,0,0,45.4
JP100579,2025-07-01,Software Engineer,7.2,Product (Indian),Delhi NCR,Premier (IIT/NIT/IIIT),9,0,0,0,1,40.0
JP106681,2025-07-01,Software Engineer,1.8,FAANG/MNC,Chennai,Other,11,0,0,0,0,30.8
JP100956,2025-07-01,Product Manager,5.1,Product (Indian),Remote/Tier-2,Tier-2 Engineering College,10,1,0,0,1,36.9
JP108337,2025-07-01,Mobile Developer,4.6,Startup,Mumbai,Premier (IIT/NIT/IIIT),14,1,0,0,0,39.3
JP111607,2025-07-01,DevOps Engineer,4.1,Startup,Mumbai,Tier-2 Engineering College,11,0,1,1,0,40.1
JP101070,2025-07-01,Software Engineer,4.6,FAANG/MNC,Pune,Tier-2 Engineering College,6,0,1,0,0,54.8
JP106615,2025-07-01,Software Engineer,5.2,Product (Indian),Hyderabad,Tier-2 Engineering College,12,0,0,1,0,37.1
JP110046,2025-07-01,DevOps Engineer,2.1,Product (Indian),Chennai,Other,12,0,0,1,0,23.6
JP110710,2025-07-01,Software Engineer,1.8,Startup,Bangalore,Other,11,1,0,1,0,25.3
JP111833,2025-07-01,Software Engineer,1.5,Product (Indian),Bangalore,Other,6,0,0,1,1,26.4
JP109131,2025-07-01,DevOps Engineer,1.6,IT Services,Pune,Other,10,1,0,0,1,13.3
JP110329,2025-07-01,Software Engineer,6.2,Product (Indian),Hyderabad,Other,9,1,0,0,1,37.8
JP101057,2025-07-01,DevOps Engineer,3.7,Product (Indian),Bangalore,Premier (IIT/NIT/IIIT),13,0,1,0,0,47.1
JP100408,2025-07-01,DevOps Engineer,5.9,Startup,Remote/Tier-2,Tier-2 Engineering College,8,0,0,1,1,27.6
JP109720,2025-07-01,Software Engineer,2.4,IT Services,Bangalore,Premier (IIT/NIT/IIIT),10,1,1,0,1,34.8
JP109006,2025-07-01,AI/ML Engineer,3.4,FAANG/MNC,Mumbai,Tier-2 Engineering College,6,1,0,1,0,120.9
JP104986,2025-07-01,Data Scientist,6.7,IT Services,Delhi NCR,Tier-2 Engineering College,7,1,0,0,0,35.8
JP104213,2025-07-01,Software Engineer,2.9,Product (Indian),Mumbai,Tier-2 Engineering College,12,0,0,0,0,25.7
JP106673,2025-07-01,Mobile Developer,5.9,IT Services,Chennai,Premier (IIT/NIT/IIIT),12,1,0,0,0,29.8
JP103737,2025-07-01,Product Manager,9.4,Product (Indian),Delhi NCR,Tier-2 Engineering College,10,0,0,0,0,51.0
JP111695,2025-07-01,Software Engineer,1.6,IT Services,Bangalore,Tier-2 Engineering College,10,1,1,0,0,20.9
JP107404,2025-07-01,Data Scientist,3.1,Product (Indian),Mumbai,Tier-2 Engineering College,7,1,0,1,0,50.1
JP104568,2025-07-01,Software Engineer,4.6,Startup,Hyderabad,Premier (IIT/NIT/IIIT),14,0,0,0,0,37.6
JP102375,2025-07-01,Product Manager,0.2,IT Services,Hyderabad,Tier-2 Engineering College,8,1,0,1,0,24.5
JP105124,2025-07-01,DevOps Engineer,1.5,IT Services,Pune,Tier-2 Engineering College,13,0,0,1,0,14.2
JP109952,2025-07-01,Software Engineer,7.3,FAANG/MNC,Bangalore,Tier-2 Engineering College,6,1,0,1,0,141.0
JP101350,2025-07-01,Software Engineer,3.5,Product (Indian),Bangalore,Other,4,1,0,0,0,34.4
JP108393,2025-07-01,Data Scientist,6.5,Startup,Delhi NCR,Other,12,0,1,0,0,34.0
JP100046,2025-07-01,DevOps Engineer,6.7,Startup,Chennai,Tier-2 Engineering College,15,0,1,0,1,32.3
JP106353,2025-07-01,Software Engineer,5.6,Product (Indian),Mumbai,Other,7,0,0,1,1,36.9
JP104028,2025-07-01,Data Scientist,5.2,IT Services,Delhi NCR,Tier-2 Engineering College,10,0,0,0,0,19.9
JP102952,2025-07-01,DevOps Engineer,9.9,IT Services,Mumbai,Other,14,0,1,0,0,25.6
JP104026,2025-07-01,DevOps Engineer,3.2,IT Services,Remote/Tier-2,Premier (IIT/NIT/IIIT),8,0,0,1,1,15.2
JP100899,2025-07-01,DevOps Engineer,2.3,Product (Indian),Chennai,Other,11,0,0,1,0,21.1
JP100367,2025-07-01,DevOps Engineer,5.0,IT Services,Bangalore,Other,10,1,0,1,1,26.0
JP102945,2025-07-01,Data Scientist,1.0,FAANG/MNC,Bangalore,Premier (IIT/NIT/IIIT),13,0,0,1,1,59.1
JP101381,2025-07-01,AI/ML Engineer,6.6,IT Services,Bangalore,Tier-2 Engineering College,9,1,1,1,0,58.5
JP110626,2025-07-01,Software Engineer,2.9,Startup,Mumbai,Tier-2 Engineering College,5,1,0,0,0,34.7
JP108470,2025-07-01,AI/ML Engineer,4.6,Startup,Bangalore,Tier-2 Engineering College,12,0,1,1,0,49.8
JP111451,2025-07-01,Software Engineer,3.3,Startup,Bangalore,Tier-2 Engineering College,7,0,0,0,1,21.4
JP106364,2025-07-01,Software Engineer,1.3,Startup,Delhi NCR,Tier-2 Engineering College,8,0,0,1,0,14.1
JP100229,2025-07-01,Software Engineer,9.3,IT Services,Delhi NCR,Other,12,1,0,0,1,25.3
JP111786,2025-07-01,DevOps Engineer,17.6,IT Services,Remote/Tier-2,Tier-2 Engineering College,5,0,0,0,1,19.4
JP102246,2025-07-01,Data Scientist,3.0,Startup,Chennai,Other,7,1,0,0,0,33.1
JP106389,2025-07-01,Software Engineer,2.7,Startup,Delhi NCR,Tier-2 Engineering College,6,0,0,0,0,22.9
JP106731,2025-07-01,Software Engineer,9.5,IT Services,Bangalore,Other,12,0,0,0,0,18.4
JP100039,2025-07-01,Software Engineer,5.6,IT Services,Mumbai,Premier (IIT/NIT/IIIT),13,0,0,1,0,22.8
JP105880,2025-07-01,Mobile Developer,2.2,Startup,Hyderabad,Tier-2 Engineering College,10,1,0,1,0,42.1
JP106381,2025-07-01,AI/ML Engineer,1.5,Product (Indian),Bangalore,Tier-2 Engineering College,7,1,0,0,1,46.8
JP109153,2025-07-01,Data Scientist,4.6,IT Services,Mumbai,Tier-2 Engineering College,10,1,0,1,0,25.3
JP110089,2025-07-01,Data Scientist,4.5,FAANG/MNC,Hyderabad,Tier-2 Engineering College,16,1,0,1,0,116.2
JP110281,2025-07-01,Data Scientist,5.1,IT Services,Remote/Tier-2,Tier-2 Engineering College,5,1,0,1,1,18.3
JP101338,2025-07-01,DevOps Engineer,1.8,Startup,Delhi NCR,Premier (IIT/NIT/IIIT),14,0,0,1,0,30.5
JP110841,2025-07-01,Software Engineer,1.0,FAANG/MNC,Mumbai,Tier-2 Engineering College,13,0,0,0,0,38.7
JP105882,2025-07-01,Product Manager,1.8,IT Services,Bangalore,Tier-2 Engineering College,13,0,0,1,0,25.3
JP109959,2025-07-01,AI/ML Engineer,13.3,Product (Indian),Pune,Premier (IIT/NIT/IIIT),9,1,1,1,0,109.3
JP106374,2025-07-01,Data Scientist,1.9,Product (Indian),Pune,Tier-2 Engineering College,10,1,1,0,0,45.9
JP102972,2025-07-01,Product Manager,0.7,IT Services,Bangalore,Premier (IIT/NIT/IIIT),7,1,0,0,0,33.1
JP101999,2025-07-01,Mobile Developer,1.8,Product (Indian),Pune,Tier-2 Engineering College,10,0,0,1,0,22.9
JP106371,2025-07-01,AI/ML Engineer,2.7,FAANG/MNC,Chennai,Other,3,0,0,0,1,41.9
JP101339,2025-07-01,Product Manager,5.2,FAANG/MNC,Bangalore,Tier-2 Engineering College,10,1,0,0,1,118.4
JP111626,2025-07-01,Data Scientist,10.6,IT Services,Chennai,Other,6,0,0,0,0,19.2
JP102251,2025-07-01,DevOps Engineer,14.3,IT Services,Delhi NCR,Premier (IIT/NIT/IIIT),10,0,1,1,0,50.3
JP102932,2025-07-01,Product Manager,2.4,Startup,Bangalore,Tier-2 Engineering College,8,1,0,0,0,59.0
JP107065,2025-07-01,DevOps Engineer,2.2,IT Services,Pune,Other,15,0,0,1,0,11.2
JP102268,2025-07-01,Data Scientist,8.2,IT Services,Bangalore,Tier-2 Engineering College,7,1,1,0,0,47.0
JP111429,2025-07-01,Data Scientist,3.8,FAANG/MNC,Mumbai,Other,11,1,1,0,0,78.0
JP110883,2025-07-01,AI/ML Engineer,0.6,IT Services,Mumbai,Tier-2 Engineering College,14,1,1,1,0,20.6
JP107799,2025-07-01,Product Manager,1.9,Product (Indian),Hyderabad,Tier-2 Engineering College,5,0,0,1,0,33.7
JP108557,2025-07-01,DevOps Engineer,14.4,Product (Indian),Delhi NCR,Tier-2 Engineering College,15,0,0,1,0,54.1
JP111740,2025-07-01,AI/ML Engineer,2.7,FAANG/MNC,Bangalore,Tier-2 Engineering College,6,0,0,1,0,85.8
JP111424,2025-07-01,Data Scientist,2.7,IT Services,Mumbai,Other,9,1,0,1,0,25.0
JP105712,2025-07-01,Software Engineer,1.0,Product (Indian),Remote/Tier-2,Premier (IIT/NIT/IIIT),14,1,0,0,1,23.0
JP106293,2025-07-01,Product Manager,1.1,Product (Indian),Pune,Tier-2 Engineering College,11,0,0,1,0,29.6
JP103536,2025-07-01,DevOps Engineer,3.5,Startup,Chennai,Other,11,1,0,1,0,29.9
JP100446,2025-07-01,AI/ML Engineer,2.0,Product (Indian),Bangalore,Other,11,1,0,1,0,53.2
JP104769,2025-07-01,AI/ML Engineer,1.8,IT Services,Hyderabad,Tier-2 Engineering College,13,1,1,1,1,29.7
JP106758,2025-07-01,Software Engineer,3.5,Product (Indian),Mumbai,Other,9,1,0,1,0,33.2
JP102841,2025-07-01,Data Scientist,2.5,IT Services,Chennai,Premier (IIT/NIT/IIIT),14,0,1,0,0,18.6
JP100526,2025-07-01,Product Manager,3.8,FAANG/MNC,Bangalore,Tier-2 Engineering College,12,1,0,0,0,105.1
JP106310,2025-07-01,Mobile Developer,11.4,IT Services,Bangalore,Premier (IIT/NIT/IIIT),3,0,0,0,0,28.7
JP104643,2025-07-01,AI/ML Engineer,10.1,FAANG/MNC,Mumbai,Tier-2 Engineering College,14,1,0,1,0,160.0
JP105270,2025-07-01,Data Scientist,3.0,IT Services,Bangalore,Premier (IIT/NIT/IIIT),11,0,0,1,0,26.2
JP109944,2025-07-01,Product Manager,2.9,Product (Indian),Delhi NCR,Tier-2 Engineering College,13,0,0,0,0,40.0
JP100783,2025-07-01,Data Scientist,1.2,Startup,Hyderabad,Other,6,0,0,0,0,19.1
JP110864,2025-07-01,Mobile Developer,5.9,Startup,Pune,Tier-2 Engineering College,9,0,0,0,0,23.9
JP111638,2025-07-01,DevOps Engineer,3.0,FAANG/MNC,Bangalore,Other,4,1,0,0,0,76.9
